dimension,num_prod,run,iters_to_NE,NE,converged
15,70,1,15,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,2,20,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,3,27,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,4,18,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,5,14,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,6,12,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,7,21,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,8,15,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,9,13,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,10,17,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,11,11,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,12,12,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,13,17,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,14,16,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,15,16,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,16,13,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,17,18,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,18,11,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,19,15,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,20,16,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,21,19,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,22,17,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,23,17,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,24,17,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,25,17,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,26,15,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,27,17,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,28,17,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,29,15,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,30,18,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,31,12,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,32,14,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,33,20,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,34,12,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,35,17,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,36,13,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,37,20,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,38,20,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,70,39,18,[4. 5. 6. 5. 4. 5. 3. 5. 4. 4. 5. 4. 4. 6. 6.],True
15,80,0,17,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,1,19,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,2,20,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,3,19,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,4,19,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,5,18,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,6,19,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,7,26,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,8,19,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,9,20,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,10,14,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,11,20,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,12,20,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,13,17,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,14,28,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,15,21,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,16,18,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,17,20,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,18,22,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,19,16,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,20,16,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,21,13,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,22,15,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,23,17,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,24,22,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,25,21,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,26,10,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,27,18,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,28,19,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,29,21,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,30,17,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,31,25,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,32,19,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,33,21,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,34,22,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,35,28,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,36,24,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,37,17,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,38,19,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,80,39,15,[5. 6. 7. 5. 5. 5. 4. 5. 5. 5. 6. 5. 5. 6. 6.],True
15,90,0,25,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,1,20,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,2,17,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,3,15,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,4,22,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,5,18,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,6,19,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,7,22,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,8,17,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,9,20,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,10,13,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,11,19,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,12,28,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,13,22,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,14,21,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,15,18,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,16,18,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,17,20,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,18,20,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,19,23,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,20,18,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,21,17,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,22,19,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,23,12,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,24,18,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,25,23,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,26,22,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,27,18,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,28,22,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,29,18,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,30,16,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,31,14,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,32,16,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,33,19,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,34,18,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,35,17,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,36,23,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,37,25,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,38,17,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,90,39,18,[5. 6. 8. 6. 6. 6. 4. 6. 6. 5. 7. 6. 5. 7. 7.],True
15,100,0,26,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,1,24,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
