dimension,num_prod,run,iters_to_NE,NE,converged
5,70,28,12,[10. 15. 11. 13. 21.],True
5,70,29,21,[10. 15. 11. 13. 21.],True
5,70,30,11,[10. 15. 11. 13. 21.],True
5,70,31,2,[10. 15. 11. 13. 21.],True
5,70,32,7,[10. 15. 11. 13. 21.],True
5,70,33,17,[10. 15. 11. 13. 21.],True
5,70,34,11,[10. 15. 11. 13. 21.],True
5,70,35,15,[10. 15. 11. 13. 21.],True
5,70,36,15,[10. 15. 11. 13. 21.],True
5,70,37,15,[10. 15. 11. 13. 21.],True
5,70,38,9,[10. 15. 11. 13. 21.],True
5,70,39,10,[10. 15. 11. 13. 21.],True
5,80,0,23,[11. 18. 12. 15. 24.],True
5,80,1,23,[11. 18. 12. 15. 24.],True
5,80,2,16,[11. 18. 12. 15. 24.],True
5,80,3,23,[11. 18. 12. 15. 24.],True
5,80,4,15,[11. 18. 12. 15. 24.],True
5,80,5,13,[11. 18. 12. 15. 24.],True
5,80,6,14,[11. 18. 12. 15. 24.],True
5,80,7,16,[11. 18. 12. 15. 24.],True
5,80,8,9,[11. 18. 12. 15. 24.],True
5,80,9,19,[11. 18. 12. 15. 24.],True
5,80,10,18,[11. 18. 12. 15. 24.],True
5,80,11,12,[11. 18. 12. 15. 24.],True
5,80,12,19,[11. 18. 12. 15. 24.],True
5,80,13,15,[11. 18. 12. 15. 24.],True
5,80,14,7,[11. 18. 12. 15. 24.],True
5,80,15,12,[11. 18. 12. 15. 24.],True
5,80,16,19,[11. 18. 12. 15. 24.],True
5,80,17,19,[11. 18. 12. 15. 24.],True
5,80,18,10,[11. 18. 12. 15. 24.],True
5,80,19,14,[11. 18. 12. 15. 24.],True
5,80,20,14,[11. 18. 12. 15. 24.],True
5,80,21,18,[11. 18. 12. 15. 24.],True
5,80,22,3,[11. 18. 12. 15. 24.],True
5,80,23,22,[11. 18. 12. 15. 24.],True
5,80,24,8,[11. 18. 12. 15. 24.],True
5,80,25,15,[11. 18. 12. 15. 24.],True
5,80,26,11,[11. 18. 12. 15. 24.],True
5,80,27,18,[11. 18. 12. 15. 24.],True
5,80,28,12,[11. 18. 12. 15. 24.],True
5,80,29,21,[11. 18. 12. 15. 24.],True
5,80,30,12,[11. 18. 12. 15. 24.],True
5,80,31,18,[11. 18. 12. 15. 24.],True
5,80,32,14,[11. 18. 12. 15. 24.],True
5,80,33,22,[11. 18. 12. 15. 24.],True
5,80,34,19,[11. 18. 12. 15. 24.],True
5,80,35,18,[11. 18. 12. 15. 24.],True
5,80,36,19,[11. 18. 12. 15. 24.],True
5,80,37,16,[11. 18. 12. 15. 24.],True
5,80,38,13,[11. 18. 12. 15. 24.],True
5,80,39,19,[11. 18. 12. 15. 24.],True
5,90,0,7,[13. 20. 13. 17. 27.],True
5,90,1,30,[13. 20. 13. 17. 27.],True
5,90,2,16,[13. 20. 13. 17. 27.],True
5,90,3,13,[13. 20. 13. 17. 27.],True
5,90,4,12,[13. 20. 13. 17. 27.],True
5,90,5,19,[13. 20. 13. 17. 27.],True
5,90,6,12,[13. 20. 13. 17. 27.],True
5,90,7,6,[13. 20. 13. 17. 27.],True
5,90,8,12,[13. 20. 13. 17. 27.],True
5,90,9,25,[13. 20. 13. 17. 27.],True
5,90,10,15,[13. 20. 13. 17. 27.],True
5,90,11,26,[13. 20. 13. 17. 27.],True
5,90,12,14,[13. 20. 13. 17. 27.],True
5,90,13,11,[13. 20. 13. 17. 27.],True
5,90,14,15,[13. 20. 13. 17. 27.],True
5,90,15,6,[13. 20. 13. 17. 27.],True
5,90,16,11,[13. 20. 13. 17. 27.],True
5,90,17,20,[13. 20. 13. 17. 27.],True
5,90,18,6,[13. 20. 13. 17. 27.],True
5,90,19,24,[13. 20. 13. 17. 27.],True
5,90,20,13,[13. 20. 13. 17. 27.],True
5,90,21,13,[13. 20. 13. 17. 27.],True
5,90,22,11,[13. 20. 13. 17. 27.],True
5,90,23,7,[13. 20. 13. 17. 27.],True
5,90,24,12,[13. 20. 13. 17. 27.],True
5,90,25,17,[13. 20. 13. 17. 27.],True
5,90,26,6,[13. 20. 13. 17. 27.],True
5,90,27,12,[13. 20. 13. 17. 27.],True
5,90,28,7,[13. 20. 13. 17. 27.],True
5,90,29,15,[13. 20. 13. 17. 27.],True
5,90,30,26,[13. 20. 13. 17. 27.],True
5,90,31,15,[13. 20. 13. 17. 27.],True
5,90,32,21,[13. 20. 13. 17. 27.],True
5,90,33,11,[13. 20. 13. 17. 27.],True
5,90,34,10,[13. 20. 13. 17. 27.],True
5,90,35,15,[13. 20. 13. 17. 27.],True
5,90,36,11,[13. 20. 13. 17. 27.],True
5,90,37,16,[13. 20. 13. 17. 27.],True
5,90,38,18,[13. 20. 13. 17. 27.],True
5,90,39,14,[13. 20. 13. 17. 27.],True
5,100,0,25,[15. 22. 15. 18. 30.],True
5,100,1,14,[15. 22. 15. 18. 30.],True
5,100,2,18,[15. 22. 15. 18. 30.],True
5,100,3,16,[15. 22. 15. 18. 30.],True
5,100,4,18,[15. 22. 15. 18. 30.],True
5,100,5,26,[15. 22. 15. 18. 30.],True
5,100,6,18,[15. 22. 15. 18. 30.],True
5,100,7,15,[15. 22. 15. 18. 30.],True
5,100,8,12,[15. 22. 15. 18. 30.],True
5,100,9,17,[15. 22. 15. 18. 30.],True
5,100,10,8,[15. 22. 15. 18. 30.],True
5,100,11,15,[15. 22. 15. 18. 30.],True
5,100,12,20,[15. 22. 15. 18. 30.],True
5,100,13,16,[15. 22. 15. 18. 30.],True
5,100,14,22,[15. 22. 15. 18. 30.],True
5,100,15,19,[15. 22. 15. 18. 30.],True
5,100,16,24,[15. 22. 15. 18. 30.],True
5,100,17,14,[15. 22. 15. 18. 30.],True
5,100,18,12,[15. 22. 15. 18. 30.],True
5,100,19,15,[15. 22. 15. 18. 30.],True
5,100,20,19,[15. 22. 15. 18. 30.],True
5,100,21,14,[15. 22. 15. 18. 30.],True
5,100,22,18,[15. 22. 15. 18. 30.],True
5,100,23,17,[15. 22. 15. 18. 30.],True
5,100,24,22,[15. 22. 15. 18. 30.],True
5,100,25,10,[15. 22. 15. 18. 30.],True
5,100,26,22,[15. 22. 15. 18. 30.],True
