dimension,num_prod,run,iters_to_NE,NE
10,10,28,10,[0. 9. 0. 0. 1. 0. 0. 0. 0. 0.]
10,10,29,9,[0. 9. 0. 0. 1. 0. 0. 0. 0. 0.]
10,10,30,10,[0. 9. 0. 0. 1. 0. 0. 0. 0. 0.]
10,10,31,9,[0. 9. 0. 0. 1. 0. 0. 0. 0. 0.]
10,10,32,9,[0. 9. 0. 0. 1. 0. 0. 0. 0. 0.]
10,10,33,10,[0. 9. 0. 0. 1. 0. 0. 0. 0. 0.]
10,10,34,9,[0. 9. 0. 0. 1. 0. 0. 0. 0. 0.]
10,10,35,7,[0. 9. 0. 0. 1. 0. 0. 0. 0. 0.]
10,10,36,8,[0. 9. 0. 0. 1. 0. 0. 0. 0. 0.]
10,10,37,10,[0. 9. 0. 0. 1. 0. 0. 0. 0. 0.]
10,10,38,9,[0. 9. 0. 0. 1. 0. 0. 0. 0. 0.]
10,10,39,9,[0. 9. 0. 0. 1. 0. 0. 0. 0. 0.]
10,20,0,19,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,1,19,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,2,18,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,3,18,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,4,17,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,5,17,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,6,18,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,7,18,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,8,18,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,9,20,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,10,18,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,11,14,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,12,18,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,13,17,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,14,17,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,15,16,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,16,19,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,17,17,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,18,17,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,19,19,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,20,17,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,21,16,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,22,15,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,23,19,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,24,17,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,25,20,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,26,20,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,27,18,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,28,16,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,29,18,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,30,19,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,31,18,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,32,19,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,33,18,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,34,17,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,35,19,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
10,20,36,17,[ 0. 18.  0.  0.  2.  0.  0.  0.  0.  0.]
