dimension,num_prod,run,iters_to_NE,NE
10,30,13,19,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,14,15,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,15,15,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,16,16,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,17,14,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,18,14,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,19,18,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,20,14,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,21,16,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,22,14,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,23,20,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,24,12,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,25,14,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,26,14,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,27,12,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,28,9,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,29,15,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,30,11,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,31,12,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,32,12,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,33,14,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,34,15,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,35,14,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,36,14,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,37,10,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,38,12,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,30,39,14,[1. 2. 4. 2. 4. 2. 0. 3. 5. 7.]
10,40,0,17,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,1,13,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,2,17,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,3,19,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,4,21,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,5,16,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,6,17,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,7,19,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,8,14,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,9,18,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,10,14,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,11,17,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,12,20,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,13,11,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,14,15,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,15,22,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,16,24,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,17,21,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,18,14,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,19,13,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,20,22,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,21,15,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,22,16,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,23,16,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,24,19,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,25,17,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,26,16,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,27,15,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,28,15,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,29,14,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,30,18,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,31,15,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,32,16,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,33,14,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,34,16,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,35,17,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,36,14,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,37,15,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,38,18,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,40,39,16,[2. 3. 6. 2. 6. 2. 0. 4. 6. 9.]
10,50,0,22,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,1,17,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,2,24,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,3,20,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,4,16,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,5,16,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,6,13,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,7,11,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,8,12,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,9,20,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,10,20,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,11,17,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,12,22,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,13,22,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,14,19,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,15,16,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,16,17,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,17,21,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,18,18,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,19,19,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,20,20,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,21,19,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,22,21,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,23,21,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,24,25,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,25,23,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,26,22,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,27,23,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,28,22,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,29,14,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,30,19,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,31,19,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,32,19,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,33,13,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,34,19,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,35,19,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,36,22,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,37,24,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,38,22,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,50,39,21,[ 2.  4.  7.  3.  7.  2.  1.  5.  8. 11.]
10,60,0,22,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,1,22,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,2,26,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,3,24,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,4,18,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,5,21,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,6,28,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,7,25,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,8,20,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,9,22,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,10,28,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,11,22,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,12,20,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,13,33,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,14,27,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,15,22,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,16,24,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,17,26,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,18,22,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,19,27,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,20,24,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,21,29,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,22,20,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,23,15,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,24,16,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,25,19,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,26,13,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,27,26,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,28,19,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,29,23,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,30,26,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,31,27,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,32,22,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,33,22,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,34,20,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,35,24,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,36,21,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,37,27,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,38,17,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,60,39,19,[ 3.  5.  9.  3.  8.  3.  1.  6.  9. 13.]
10,70,0,25,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,1,24,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,2,32,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,3,30,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,4,18,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,5,18,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,6,23,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,7,27,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,8,18,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,9,25,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,10,20,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,11,30,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,12,32,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,13,26,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,14,23,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,15,30,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,16,26,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,17,33,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,18,24,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,19,34,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,20,26,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,21,28,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,22,28,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,23,25,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,24,29,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,25,26,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,26,30,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,27,27,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,28,18,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,29,21,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,30,24,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,31,25,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,32,18,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,33,20,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,34,23,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,35,22,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,36,31,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,37,31,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,38,22,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,70,39,29,[ 3.  6. 10.  4. 10.  3.  1.  7. 11. 15.]
10,80,0,34,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,1,36,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,2,29,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,3,30,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,4,36,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,5,28,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,6,24,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,7,40,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,8,28,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,9,33,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,10,26,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,11,33,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,12,36,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,13,31,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,14,23,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,15,26,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,16,30,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,17,24,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,18,28,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,19,30,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,20,28,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,21,25,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,22,25,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,23,24,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,24,28,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,25,19,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,26,31,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,27,33,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,28,26,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,29,36,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,30,33,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,31,30,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,32,22,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,33,36,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,34,35,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,35,28,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,36,38,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,37,26,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,38,28,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,80,39,28,[ 3.  6. 12.  4. 11.  4.  1.  8. 13. 18.]
10,90,0,29,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,1,32,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,2,38,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,3,28,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,4,26,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,5,38,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,6,38,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,7,33,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,8,36,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,9,39,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,10,30,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,11,35,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,12,31,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,13,32,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,14,31,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,15,37,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,16,32,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,17,35,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,18,34,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,19,26,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,20,35,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,21,27,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,22,34,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,23,37,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,24,34,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,25,43,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,26,32,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,27,33,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,28,26,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,29,37,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,30,30,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,31,35,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,32,32,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,33,41,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,34,31,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,35,32,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,36,36,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,37,24,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,38,36,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,90,39,35,[ 4.  7. 13.  5. 13.  4.  1.  9. 14. 20.]
10,100,0,40,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,1,24,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,2,36,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,3,36,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,4,37,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,5,43,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,6,40,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,7,31,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,8,39,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,9,32,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,10,39,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,11,37,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,12,38,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,13,31,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,14,28,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,15,41,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,16,32,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,17,36,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,18,33,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,19,36,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,20,38,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,21,44,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,22,32,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,23,40,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,24,35,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,25,33,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,26,37,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,27,35,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,28,36,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,29,28,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,30,36,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,31,38,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,32,41,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,33,40,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,34,39,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,35,31,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,36,38,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,37,33,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,38,40,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
10,100,39,36,[ 5.  8. 14.  5. 14.  5.  1. 10. 16. 22.]
15,10,0,7,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,1,7,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,2,7,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,3,9,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,4,6,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,5,7,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,6,7,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,7,5,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,8,8,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,9,7,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,10,8,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,11,6,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,12,7,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,13,6,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,14,7,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,15,8,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,16,6,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,17,8,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,18,8,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,19,3,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,20,9,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
15,10,21,9,[0. 1. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 2. 0. 1.]
