,d1,d2,d3,d4,d5
0,0.19856150738361186,0.20374041663282527,0.19687945461933343,0.20039016959181258,0.20042845177241714
1,0.0,1.0,0.0,0.0,0.0
2,0.0,1.0,0.0,0.0,0.0
3,0.0,0.62,0.0,0.21,0.17
4,0.19,0.22,0.19,0.2,0.2
5,0.19,0.2,0.2,0.2,0.21
