,d1,d2,d3,d4,d5
0,0.0818147092385071,0.12075203098445925,0.1400339463267335,0.24115456197052085,0.4162447514797795
1,0.0,0.0,0.0,0.0,1.0
2,0.0,0.0,0.0,0.0,1.0
3,0.0,0.0,0.0,0.0,1.0
4,0.0,0.01,0.03,0.22,0.74
5,0.01,0.04,0.07,0.23,0.65
