dimension,num_prod,run,iters_to_NE,NE
15,10,0,7,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,1,9,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,2,6,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,3,7,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,4,10,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,5,8,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,6,8,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,7,7,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,8,9,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,9,9,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,10,9,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,11,7,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,12,9,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,13,8,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,14,7,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,15,9,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,16,7,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,17,7,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,18,9,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,10,19,9,[2. 0. 0. 0. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0.]
15,20,0,16,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,1,13,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,2,13,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,3,14,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,4,15,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,5,15,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,6,15,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,7,18,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,8,16,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,9,16,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,10,16,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,11,16,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,12,17,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,13,14,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,14,17,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,15,18,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,16,16,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,17,15,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,18,18,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,20,19,16,[4. 0. 0. 0. 3. 0. 9. 0. 0. 4. 0. 0. 0. 0. 0.]
15,30,0,27,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,1,24,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,2,23,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,3,25,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,4,25,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,5,24,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,6,24,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,7,23,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,8,22,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,9,20,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,10,27,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,11,21,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,12,23,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,13,27,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,14,24,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,15,22,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,16,22,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,17,20,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,18,26,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,30,19,24,[ 6.  0.  0.  0.  4.  0. 14.  0.  0.  6.  0.  0.  0.  0.  0.]
15,40,0,31,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,1,29,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,2,30,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,3,33,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,4,33,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,5,31,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,6,30,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,7,34,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,8,37,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,9,34,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,10,32,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,11,32,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,12,27,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,13,30,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,14,29,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,15,32,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,16,30,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,17,35,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,18,31,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,40,19,27,[ 8.  0.  0.  0.  5.  0. 19.  0.  0.  8.  0.  0.  0.  0.  0.]
15,50,0,45,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,1,42,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,2,42,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,3,37,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,4,41,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,5,40,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,6,40,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,7,39,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,8,35,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,9,43,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,10,42,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,11,39,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,12,46,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,13,43,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,14,45,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,15,42,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,16,43,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,17,38,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,18,42,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,50,19,36,[10.  0.  0.  0.  7.  0. 24.  0.  0.  9.  0.  0.  0.  0.  0.]
15,60,0,52,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,1,45,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,2,46,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,3,49,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,4,50,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,5,48,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,6,50,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,7,50,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,8,53,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,9,45,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,10,50,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,11,47,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,12,50,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,13,50,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,14,50,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,15,47,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,16,54,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,17,50,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,18,49,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,60,19,49,[12.  0.  0.  0.  8.  0. 29.  0.  0. 11.  0.  0.  0.  0.  0.]
15,70,0,54,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,1,52,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,2,58,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,3,61,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,4,52,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,5,58,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,6,54,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,7,55,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,8,58,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,9,54,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,10,55,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,11,60,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,12,57,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,13,57,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,14,52,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,15,57,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,16,52,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,17,60,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,18,55,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,70,19,54,[14.  0.  0.  0. 10.  0. 33.  0.  0. 13.  0.  0.  0.  0.  0.]
15,80,0,69,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,1,65,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,2,62,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,3,59,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,4,59,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,5,66,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,6,61,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,7,67,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,8,65,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,9,71,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,10,69,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,11,67,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,12,60,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,13,67,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,14,64,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,15,69,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,16,62,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,17,67,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,18,69,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,80,19,63,[16.  0.  0.  0. 11.  0. 38.  0.  0. 15.  0.  0.  0.  0.  0.]
15,90,0,73,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,1,70,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,2,71,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,3,69,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,4,76,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,5,72,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,6,71,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,7,75,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,8,75,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,9,79,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,10,70,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,11,76,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,12,71,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,13,71,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,14,78,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,15,67,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,16,72,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,17,75,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,18,71,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,90,19,70,[18.  0.  0.  0. 12.  0. 43.  0.  0. 17.  0.  0.  0.  0.  0.]
15,100,0,72,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,1,79,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,2,81,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,3,77,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,4,80,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,5,74,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,6,80,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,7,82,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,8,80,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,9,82,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,10,80,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,11,85,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,12,78,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,13,78,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,14,90,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,15,79,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,16,82,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,17,83,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,18,83,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
15,100,19,83,[20.  0.  0.  0. 14.  0. 48.  0.  0. 18.  0.  0.  0.  0.  0.]
20,10,0,9,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,1,8,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,2,10,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,3,10,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,4,9,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,5,8,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,6,6,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,7,10,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,8,10,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,9,9,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,10,9,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,11,10,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,12,10,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,13,9,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,14,9,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,15,8,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,16,10,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,17,10,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,18,8,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,10,19,10,[0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0. 0.]
20,20,0,19,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,1,19,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,2,18,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,3,17,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,4,17,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,5,18,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,6,17,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,7,20,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,8,19,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,9,19,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,10,17,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,11,17,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,12,19,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,13,20,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,14,16,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,15,19,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,16,17,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,17,19,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
20,20,18,20,"[ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.  0.  0.  0. 13.  0.  0.  0.  0.
  0.  0.]"
