dimension,nprod,avg_prod_util_lin,avg_prod_util_sm,min_prod_util_lin,min_prod_util_sm,avg_user_util_lin,avg_user_util_sm,min_user_util_lin,min_user_util_sm
10,30,4.011246167755032,3.3010418517419473,3.9818624191229013,3.2999161933665406,0.12761122484904663,0.1050172381254066,0.08807305727013912,0.010830076408563325
10,40,3.008814262277473,2.475803974435366,2.991634145811277,2.475121490498841,0.12762732819840822,0.10501819615844607,0.08916414348141048,0.010866910599477666
10,50,2.407431714954236,1.9805630934594838,2.3956797170173347,1.980127506518818,0.12764749283956714,0.10501394981227381,0.08922436334731279,0.010879306060618958
10,60,2.006187148121665,1.6504506104246306,1.9977318248542275,1.6501655517042138,0.1276471144085895,0.1050127641839638,0.0898153722994521,0.01075056916989528
10,70,1.7196984852328618,1.4146959071686205,1.714322185446651,1.4144959489222642,0.12765524280625698,0.10501454241972794,0.09017206141509553,0.010799050400821963
10,80,1.5046972859055776,1.2378878086376333,1.5001688779667308,1.2377227976447713,0.12765194366113067,0.10501699330966133,0.0899677109688281,0.010825181336914931
10,90,1.3375112064047479,1.1003220714342736,1.3335457639498296,1.1001955191225437,0.12765218300787623,0.10501483184420426,0.08965183640167065,0.010781799215679776
10,100,1.2037483997970955,0.9903082387121671,1.2011643447575238,0.9901929319342251,0.12765094377487757,0.10501678035123722,0.09020083395776325,0.010816128407405144
15,10,8.465872820427725,6.594124326123333,8.273727460295365,6.588041452876108,0.08977595779880938,0.06992708723354542,0.04804024801848843,0.005009850675303086
15,20,4.247599026772561,3.2970147458693098,4.185942880090424,3.2955490809073327,0.09008693588064817,0.06992608156668735,0.05578350982738543,0.0054542944005663225
15,30,2.832258211292136,2.198033297204602,2.80782139353695,2.1975849061830193,0.09010365465404462,0.06992682811891628,0.05699522045263453,0.005406361179954206
15,40,2.1256784385637943,1.6485072232235727,2.110093220532451,1.6482530968497446,0.09016663578213338,0.06992607521627033,0.05876707817793464,0.005429905546311076
15,50,1.7003470546087278,1.318842139183141,1.6902742133400672,1.318562755728978,0.09015625952326237,0.06992800313802446,0.058754838358306735,0.0054089359417769265
15,60,1.4169220938573208,1.0990048204502627,1.409308276443611,1.0988568871065525,0.0901541098954817,0.06992607553236026,0.058390295633004075,0.005390134963045865
15,70,1.214562163316987,0.9420147902923098,1.2097514713501092,0.9419303879708432,0.09015837903731612,0.06992686672371334,0.05862959013421294,0.005407669457751954
15,80,1.0628476829073221,0.8242492432962644,1.0596409844304493,0.8241874183262492,0.09016735379913655,0.06992570462746674,0.05894893926008806,0.005405011932711976
15,90,0.9448061797450427,0.7326734794037029,0.9417545135994146,0.732586372036075,0.09017238194809529,0.06992641903110633,0.058591428614461635,0.005413350789063727
15,100,0.8503077664710832,0.6593983858231323,0.8474470149559762,0.6593651906162447,0.0901704948537734,0.0699255976482643,0.058792204995352405,0.0053989254606040624
20,10,6.562110724270477,4.974439371120367,6.406697041014252,4.971097058131486,0.06958760046946422,0.052751212843270036,0.03405182902512357,0.0016104272311052918
20,20,3.29832777195883,2.4868752445559306,3.2510248641917037,2.4862897485895554,0.06995392941588188,0.05274390762578855,0.040675772198348156,0.0020123226780169355
20,30,2.201358776182495,1.657986369053183,2.1782273286543155,1.657656932255915,0.07003262278417269,0.052746119906251845,0.04171241087308864,0.0020810659559625196
20,40,1.651446281964344,1.2434835288439017,1.6381654161861434,1.2433783045591056,0.07005074366762859,0.052745854882031894,0.04243062364598797,0.0020601083442694365
20,50,1.321225958926745,0.99479270203498,1.312481606536188,0.9946982268522578,0.0700543986705591,0.05274616659782503,0.04226096819504774,0.0020348749318838052
20,60,1.1012194961167658,0.8289818652868786,1.0950684181373858,0.8289327667996007,0.07006698808802327,0.05274539970011952,0.04257239476885559,0.00204418925121271
20,70,0.9438260289709831,0.7105727009296025,0.9396195938116898,0.7105111596615412,0.07006131710283013,0.052746648001136966,0.042447118715276545,0.0020594891276887696
20,80,0.8260459693745741,0.6214825145871398,0.8223371697545134,0.6214397950089642,0.07007813101799144,0.05272386125871813,0.04338467670266201,0.0019856449567213696
20,90,0.7342369067109882,0.5526616403028598,0.7313567695386384,0.5526256486071542,0.07007563266594798,0.05274607383590392,0.04259376247477413,0.002046092409101008
20,100,0.6608356650254222,0.4973967165275056,0.6586683076106847,0.4973644672368385,0.07007801325826322,0.05274620535816603,0.04244090660829293,0.0020429763578112617
