dimension,nprod,avg_prod_util_lin,avg_prod_util_sm,min_prod_util_lin,min_prod_util_sm,avg_user_util_lin,avg_user_util_sm,min_user_util_lin,min_user_util_sm
5,10,455.9959019444019,401.0831381227208,445.62533486278215,399.4816153344603,0.4559959019444017,0.40108313812272034,0.01174373036291108,0.004323308367707109
5,20,229.4628186370246,200.41077767404593,227.27924727492783,200.12079635541747,0.45892563727404917,0.40082155534809133,0.014420162015211013,0.004209046359385174
5,30,153.06593669993086,133.6458161119103,151.8976769315463,133.51658358841516,0.45919781009979255,0.40093744833573075,0.020555866658271214,0.00427769960447478
5,40,114.87922993289331,100.26216431472446,114.1723953449723,100.19902692289389,0.45951691973157327,0.4010486572588975,0.0205455279248334,0.0043563494247013095
5,50,91.83143833405532,80.19089304960275,91.27826358659186,80.1474634660791,0.45915719167027697,0.40095446524801376,0.020396926600642715,0.004361807153491651
5,60,76.58491842472993,66.82595998218535,76.25214453879265,66.79562470185446,0.45950951054837946,0.4009557598931116,0.020466792305678876,0.00428940509842033
5,70,65.66545225966473,57.28671043047916,65.40943586624465,57.2637072979641,0.4596581658176525,0.4010069730133541,0.020593597414524985,0.004318716699156853
5,80,57.46264325545972,50.129246420505936,57.2586888143166,50.11383686610752,0.4597011460436783,0.4010339713640471,0.020617148789987067,0.004339494382038773
5,90,51.070972825918865,44.5555681224055,50.91115591156189,44.535149357491456,0.45963875543327,0.40100011310164946,0.020502576425340795,0.004343284084137225
5,100,45.977257355927165,40.102978067435124,45.83552412605653,40.0860312365944,0.4597725735592716,0.40102978067435135,0.020678981621058832,0.004361151133384517
10,10,290.2124646202603,233.42581357496405,282.6530301747118,232.81931573417395,0.29021246462026007,0.23342581357496392,0.007417553911629472,0.0033630244304663224
10,20,145.6764343547647,116.83953908565124,143.19575489700702,116.62217486817153,0.2913528687095295,0.23367907817130215,0.00921195929543732,0.0034311305354013154
10,30,97.25978495626435,77.84045982103493,96.0715295419543,77.75662292125999,0.2917793548687929,0.23352137946310494,0.009748494285152027,0.0032018667017321397
10,40,72.99617811082815,58.38898275615386,72.47607003359772,58.35841313164011,0.2919847124433123,0.23355593102461508,0.010163476482448624,0.003317585997979219
10,50,58.518493773999374,46.72543328134999,58.1660648683338,46.69389764667308,0.29259246886999674,0.23362716640675024,0.013616710951696162,0.0033725346204057276
10,60,48.7674310302713,38.940580021605584,48.48811446576405,38.92026345585897,0.2926045861816277,0.2336434801296337,0.015353051769482356,0.0034077048346087893
10,70,41.7954947322684,33.377474147943225,41.551263624413984,33.36193723063237,0.29256846312587903,0.23364231903560287,0.015317195261572908,0.0033839897150789214
10,80,36.57539299996969,29.206594360907694,36.35390936155678,29.195627590495565,0.29260314399975773,0.23365275488726142,0.01684606508201818,0.003400850776444523
10,90,32.503156415069206,25.96027043285427,32.37623965540456,25.948188751160917,0.2925284077356228,0.23364243389568834,0.015229523709593042,0.0033915629293398545
10,100,29.272401540968367,23.362835658268118,29.13680289232001,23.354736403352753,0.29272401540968324,0.2336283565826812,0.016807515374987543,0.0034046689748415924
15,10,236.21187660830998,191.86520006453142,229.81804456148853,191.63050200294475,0.23621187660831006,0.1918652000645315,0.006876933581018377,0.0006443334232810684
15,20,118.67567521411975,95.94713214703111,117.21139362806863,95.85164486464781,0.23735135042823968,0.19189426429406228,0.008074255410639813,0.0006234359274492823
15,30,79.23949145139414,63.96210531766293,78.37515319136162,63.93396534106764,0.2377184743541824,0.1918863159529886,0.009553182315332493,0.0006127856044419647
15,40,59.42187169711677,47.9630204361603,58.98888157291672,47.95473218960839,0.2376874867884672,0.19185208174464125,0.009136870126853637,0.0006066030703357232
15,50,47.5588908820642,38.378392454321435,47.233871268208844,38.369412380586326,0.2377944544103209,0.19189196227160704,0.009330198050990873,0.0006170469934794097
15,60,39.64821187135646,31.981606586930138,39.41875662266328,31.97553452024932,0.2378892712281387,0.19188963952158056,0.01024405697591419,0.0006229075369540467
